area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
8117,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.23,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8119,3,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.34,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8121,3,6111,76,0,2020,1,N,5,0,0,0,0,0,0,0,N,5.44,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8123,3,6111,76,0,2020,1,N,20,0,0,0,0,0,0,0,N,0.41,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8123,5,6111,76,0,2020,1,,6,326,342,325,2529201,1456375,13430,588,,0.41,0.48,0.5,0.48,0.36,0.46,0.37,0.75,,0,0,35,12,27,8.6,31,10.5,500346,24.7,351663,31.8,6970,107.9,68,13.1
8125,3,6111,76,0,2020,1,N,4,0,0,0,0,0,0,0,N,1.56,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8125,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.31,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8999,5,6111,76,0,2020,1,N,3,0,0,0,0,0,0,0,N,0.56,0,0,0,0,0,0,0,N,2,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,2,6111,56,0,2020,1,,18,1867,1946,1964,15680676,0,0,626,,1.71,2.67,2.7,2.74,1.43,0,0,0.53,,0,0,-54,-2.8,36,1.9,18,0.9,1365957,9.5,0,0,0,0,54,9.4
9000,3,6111,56,0,2020,1,N,193,0,0,0,0,0,0,0,N,0.26,0,0,0,0,0,0,0,N,-2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,5,6111,56,0,2020,1,,255,18733,18860,18562,268379564,48676907,1355438,1103,,1.13,1.89,1.89,1.89,2.04,1.15,1.17,1.08,,-3,-1.2,190,1,167,0.9,96,0.5,9718976,3.8,274909,0.6,-48403,-3.4,31,2.9
9001,2,6111,76,0,2020,1,,3,307,327,334,2560132,0,0,610,,0.96,1.77,1.84,1.88,0.69,0,0,0.38,,0,0,-15,-4.7,4,1.2,9,2.8,257368,11.2,0,0,0,0,62,11.3
9001,3,6111,76,0,2020,1,,24,24182,24354,24232,416161077,0,0,1320,,0.11,1.14,1.15,1.14,0.94,0,0,0.82,,0,0,-105,-0.4,-81,-0.3,-250,-1,2049293,0.5,0,0,0,0,15,1.1
9001,5,6111,76,0,2020,1,,66,4612,4624,4575,78515139,16284835,445074,1312,,0.98,1.87,1.87,1.88,1.76,1.39,1.37,0.94,,3,4.8,83,1.8,23,0.5,-10,-0.2,2207050,2.9,-623817,-3.7,-44031,-9,28,2.2
9003,2,6111,76,0,2020,1,,4,373,397,394,3089371,0,0,612,,1.6,1.72,1.78,1.78,0.91,0,0,0.51,,0,0,-23,-5.8,1,0.3,-6,-1.5,186940,6.4,0,0,0,0,50,8.9
9003,3,6111,76,0,2020,1,N,32,0,0,0,0,0,0,0,N,0.18,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9003,5,6111,76,0,2020,1,,66,4810,4825,4750,66308363,10853481,310569,1064,,1.23,1.56,1.56,1.56,1.62,0.78,0.83,1.04,,-2,-2.9,-87,-1.8,-61,-1.2,-86,-1.8,1310245,2,-138038,-1.3,-8213,-2.6,38,3.7
9005,2,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.9,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9005,3,6111,76,0,2020,1,,32,4310,4356,4277,62595465,0,0,1116,,0.85,1.38,1.4,1.39,2.11,0,0,1.52,,0,0,3,0.1,32,0.7,-84,-1.9,1270012,2.1,0,0,0,0,27,2.5
9005,5,6111,76,0,2020,1,,24,2607,2637,2583,33204877,1539899,33431,979,,2.13,7.17,7.26,7.3,11.09,1.14,0.88,1.53,,0,0,-88,-3.3,-64,-2.4,-14,-0.5,770071,2.4,10489,0.7,-4164,-11.1,43,4.6
9007,2,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,2.11,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9007,3,6111,76,0,2020,1,N,22,0,0,0,0,0,0,0,N,0.65,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9007,5,6111,76,0,2020,1,,6,182,185,178,1989467,539555,14789,842,,0.59,0.45,0.45,0.44,0.49,0.34,0.36,1.09,,1,20,11,6.4,19,11.4,7,4.1,263754,15.3,236121,77.8,6293,74.1,58,7.4
9009,2,6111,76,0,2020,1,,5,580,580,590,4789979,0,0,632,,2.32,3.73,3.62,3.7,2.59,0,0,0.7,,0,0,3,0.5,7,1.2,1,0.2,432662,9.9,0,0,0,0,54,9.3
9009,3,6111,76,0,2020,1,,31,20765,21398,21634,302665262,0,0,1095,,0.2,1.09,1.12,1.13,1.38,0,0,1.23,,-1,-3.1,-184,-0.9,-528,-2.4,-424,-1.9,3508961,1.2,0,0,0,0,32,3
9009,5,6111,76,0,2020,1,,58,4400,4439,4350,61198409,16918661,474816,1071,,1.25,1.99,2,1.99,2.76,2.14,2.12,1.38,,-2,-3.3,177,4.2,168,3.9,124,2.9,3487960,6,594790,3.6,2315,0.5,24,2.3
9011,2,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,3.01,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9011,3,6111,76,0,2020,1,,20,7119,7167,7084,94639703,0,0,1022,,0.42,1.15,1.16,1.14,1.24,0,0,1.07,,-1,-4.8,-157,-2.2,-121,-1.7,-213,-2.9,1163111,1.2,0,0,0,0,35,3.5
9011,5,6111,76,0,2020,1,,12,936,970,948,13439476,749305,30198,1087,,0.84,1.3,1.34,1.33,1.74,0.27,0.45,1.31,,-1,-7.7,53,6,76,8.5,40,4.4,948323,7.6,95957,14.7,1184,4.1,13,1.2
9013,3,6111,76,0,2020,1,,15,4205,4172,4209,57292444,0,0,1050,,0.73,2.02,1.98,1.99,2.74,0,0,1.38,,0,0,-58,-1.4,-43,-1,-53,-1.2,1074128,1.9,0,0,0,0,32,3.1
9013,5,6111,76,0,2020,1,N,4,0,0,0,0,0,0,0,N,0.66,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9015,2,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,7.71,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9015,3,6111,76,0,2020,1,,17,3340,3327,3277,39287525,0,0,912,,0.91,1.69,1.68,1.65,2.21,0,0,1.32,,0,0,-40,-1.2,-57,-1.7,-125,-3.7,138295,0.4,0,0,0,0,23,2.6
9015,5,6111,76,0,2020,1,,17,1042,1038,1031,12432850,1470150,38889,922,,3.06,4.53,4.49,4.52,6.92,1.87,1.76,1.53,,-2,-10.5,25,2.5,-3,-0.3,17,1.7,499866,4.2,1259,0.1,-2506,-6.1,26,2.9
9999,5,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.18,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,2,6111,56,0,2020,1,N,24,0,0,0,0,0,0,0,N,8.17,0,0,0,0,0,0,0,N,1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,3,6111,56,0,2020,1,,206,21390,21531,21507,314736027,0,0,1127,,0.98,0.93,0.93,0.93,1.08,0,0,1.16,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,5,6111,56,0,2020,1,,32,1635,1646,1642,16243756,4052435,32186,761,,0.51,0.61,0.61,0.62,0.55,0.35,0.25,0.9,,1,3.2,-23,-1.4,-27,-1.6,-33,-2,-882399,-5.2,261188,6.9,3780,13.3,-28,-3.5
10001,2,6111,76,0,2020,1,,5,278,281,286,2922214,0,0,798,,13.3,9.77,9.59,9.73,10.89,0,0,1.12,,0,0,7,2.6,3,1.1,13,4.8,215052,7.9,0,0,0,0,38,5
10001,3,6111,76,0,2020,1,,45,4624,4652,4650,60340101,0,0,1000,,1.67,1.33,1.33,1.32,1.89,0,0,1.42,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10001,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.12,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10003,2,6111,76,0,2020,1,,18,1682,1682,1693,23775290,0,0,1085,,9.93,13.68,13.24,13.37,13.02,0,0,0.97,,1,5.9,65,4,54,3.3,45,2.7,1300102,5.8,0,0,0,0,25,2.4
10003,3,6111,76,0,2020,1,,110,11440,11527,11514,182391752,0,0,1221,,0.84,0.76,0.76,0.76,0.84,0,0,1.1,,0,0,187,1.7,251,2.2,290,2.6,9367196,5.4,0,0,0,0,38,3.2
10003,5,6111,76,0,2020,1,,27,1502,1509,1510,15180564,3816924,30774,775,,0.69,0.86,0.86,0.87,0.69,0.47,0.34,0.8,N,1,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005,2,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.55,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10005,3,6111,76,0,2020,1,,51,5326,5352,5343,72004174,0,0,1037,,1.1,1.29,1.29,1.28,2.05,0,0,1.59,,0,0,137,2.6,120,2.3,126,2.4,3688237,5.4,0,0,0,0,29,2.9
10005,5,6111,76,0,2020,1,N,4,0,0,0,0,0,0,0,N,0.29,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000,2,6111,56,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.28,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11000,5,6111,56,0,2020,1,,168,11325,11420,11461,182934335,81418508,2100178,1234,,2.18,2.43,2.41,2.46,2.23,6.27,8.22,0.92,,7,4.3,314,2.9,289,2.6,322,2.9,9103348,5.2,2804896,3.6,-2915,-0.1,29,2.4
11001,2,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.28,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001,5,6111,76,0,2020,1,,168,11325,11420,11461,182934335,81418508,2100178,1234,,2.19,2.43,2.41,2.46,2.23,6.27,8.22,0.92,,7,4.3,314,2.9,289,2.6,322,2.9,9103348,5.2,2804896,3.6,-2915,-0.1,29,2.4
12000,1,6111,56,0,2020,1,,1,1,1,1,30440,0,0,2342,,0.31,0,0,0,0.01,0,0,2.38,,0,0,0,0,0,0,-1,-50,-2371,-7.2,0,0,0,0,449,23.7
12000,2,6111,56,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.03,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12000,3,6111,56,0,2020,1,,80,364237,367028,367157,4118119295,4047912,4048,865,,0.02,0.78,0.78,0.78,0.83,0.04,0.02,1.06,,0,0,1801,0.5,1037,0.3,885,0.2,72751750,1.8,198673,5.2,199,5.2,12,1.4
12000,5,6111,56,0,2020,1,,1835,70866,71984,70270,671210841,279061438,3267759,727,,1.36,1.31,1.31,1.31,1.34,1.85,4.78,1.02,,12,0.7,2534,3.7,2350,3.4,1268,1.8,37305742,5.9,16113826,6.1,1516534,86.6,20,2.8
12001,3,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.04,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12001,5,6111,76,0,2020,1,,28,994,1013,1007,7224509,2788533,13337,553,,2.04,1.23,1.24,1.25,1.03,1.8,2.31,0.83,,0,0,24,2.5,21,2.1,31,3.2,182050,2.6,-4959,-0.2,1304,10.8,0,0
12003,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.36,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12005,3,6111,76,0,2020,1,N,3,0,0,0,0,0,0,0,N,0.08,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12005,5,6111,76,0,2020,1,,12,402,411,417,2892724,1753119,2991,543,,1.11,0.91,0.91,0.92,0.89,1.53,0.59,0.98,,0,0,13,3.3,18,4.6,26,6.6,128343,4.6,126956,7.8,501,20.1,-1,-0.2
12007,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.31,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12009,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.01,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12009,5,6111,76,0,2020,1,,53,2063,2176,2132,17773216,7975719,60752,644,,1.74,1.53,1.6,1.59,1.45,2.2,3.44,0.92,,0,0,23,1.1,154,7.6,95,4.7,1326730,8.1,618929,8.4,-25211,-29.3,22,3.5
12011,2,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.16,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12011,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12011,5,6111,76,0,2020,1,,196,9186,9246,8901,92687942,41328551,390110,783,,1.47,1.84,1.83,1.8,1.89,2.86,5.5,1.04,,10,5.4,352,4,311,3.5,170,1.9,5013498,5.7,2202324,5.6,191739,96.7,20,2.6
12013,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.64,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12015,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.03,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12015,5,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.22,0,0,0,0,0,0,0,N,-2,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12017,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.05,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12017,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.17,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12019,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.03,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12019,5,6111,76,0,2020,1,,12,399,393,387,3729853,1632674,23174,730,,1.4,1.24,1.2,1.2,1.68,2.01,8.11,1.38,,-3,-20,26,7,9,2.3,19,5.2,374016,11.1,406646,33.2,6859,42,42,6.1
12021,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.01,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12021,5,6111,76,0,2020,1,,27,972,988,950,9987720,4981719,10603,792,,0.96,1.02,1.02,1.01,1.2,1.76,0.93,1.18,,-1,-3.6,40,4.3,24,2.5,-22,-2.3,274128,2.8,105335,2.2,-21463,-66.9,10,1.3
12023,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.1,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12023,5,6111,76,0,2020,1,,9,189,190,163,1336347,926831,3713,569,,2.97,1.27,1.26,1.1,1.32,2.61,2.65,1.09,,1,12.5,39,26,37,24.2,7,4.5,284966,27.1,131976,16.6,128,3.6,40,7.6
12027,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.24,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12027,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.79,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12029,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.66,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12029,5,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,4.4,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12031,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.01,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12031,5,6111,76,0,2020,1,,97,3650,3683,3577,33496392,12690920,69767,709,,1.7,1.15,1.15,1.13,1.04,1.42,1.9,0.91,,5,5.4,299,8.9,291,8.6,189,5.6,4162492,14.2,1965468,18.3,9199,15.2,41,6.1
12033,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.02,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12033,5,6111,76,0,2020,1,,27,795,820,813,5325638,1648598,8000,506,,1.73,0.95,0.96,0.96,0.77,0.82,1.09,0.81,,-3,-10,-9,-1.1,-3,-0.4,28,3.6,216092,4.2,-173360,-9.5,-4716,-37.1,17,3.5
12035,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.06,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12035,5,6111,76,0,2020,1,,7,120,120,113,752512,560502,1436,492,,1.4,0.81,0.8,0.76,0.84,1.63,1.12,1.06,,0,0,1,0.8,-2,-1.6,-13,-10.3,-4956,-0.7,-28360,-4.8,-229,-13.8,16,3.4
12037,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.45,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12037,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.5,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12039,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.19,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12039,5,6111,76,0,2020,1,,4,126,128,133,1020986,778075,1940,609,,2.49,1.31,1.32,1.4,1.64,3.37,1.87,1.22,,0,0,6,5,6,4.9,-2,-1.5,43372,4.4,41472,5.6,-3561,-64.7,11,1.8
12041,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.46,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12043,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.86,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12045,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.36,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12045,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.19,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12047,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.73,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12047,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,2.44,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12049,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.29,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12049,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.96,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12051,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.18,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12051,5,6111,76,0,2020,1,N,3,0,0,0,0,0,0,0,N,1.76,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12053,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.04,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12053,5,6111,76,0,2020,1,,9,193,197,183,1269164,305712,4673,511,,1.23,0.71,0.72,0.68,0.71,0.43,1.93,1.02,,0,0,-7,-3.5,-14,-6.6,-24,-11.6,-45175,-3.4,8766,3,615,15.2,20,4.1
12055,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.07,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12055,5,6111,76,0,2020,1,,8,250,249,254,2123174,1269128,2663,651,,1.84,1.52,1.49,1.54,2.14,3.43,1.59,1.41,,0,0,-10,-3.8,-24,-8.8,-15,-5.6,-40087,-1.9,-4948,-0.4,-4878,-64.7,29,4.7
12057,3,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.01,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12057,5,6111,76,0,2020,1,,116,5262,5306,5247,50231413,19708311,220512,733,,1.36,1.21,1.2,1.21,1.12,1.58,4,0.93,,2,1.8,224,4.4,173,3.4,172,3.4,4268944,9.3,1442696,7.9,-4669,-2.1,37,5.3
12059,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.43,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12061,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.03,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12061,5,6111,76,0,2020,1,,11,537,531,519,5124764,1793738,2911,745,,1.14,1.63,1.59,1.59,2.05,2.05,0.67,1.28,,0,0,43,8.7,2,0.4,-4,-0.8,-6500,-0.1,7393,0.4,-575,-16.5,-21,-2.7
12063,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.17,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12063,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.55,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12065,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.5,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12065,5,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,3.37,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12067,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.2,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12069,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.02,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12069,5,6111,76,0,2020,1,,27,855,894,868,7336128,1939877,15779,647,,1.64,1.37,1.41,1.39,1.77,1.24,2.32,1.27,,3,12.5,104,13.8,136,17.9,112,14.8,649264,9.7,341280,21.3,9632,156.7,-34,-5
12071,3,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.01,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12071,5,6111,76,0,2020,1,,32,1237,1243,1211,11289660,5188646,13386,706,,0.73,0.75,0.74,0.73,0.85,1.16,0.71,1.15,,-2,-5.9,-4,-0.3,-37,-2.9,-70,-5.5,-479281,-4.1,-144221,-2.7,-9648,-41.9,-8,-1.1
12073,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.02,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12073,5,6111,76,0,2020,1,,27,817,850,816,5811052,3031652,9209,540,,1.62,0.89,0.91,0.89,0.8,1.75,1.39,0.89,,3,12.5,37,4.7,55,6.9,40,5.2,49153,0.9,189686,6.7,2854,44.9,-26,-4.6
12075,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.16,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12075,5,6111,76,0,2020,1,,3,44,56,56,358744,280324,969,531,,1.62,0.82,1.03,1.06,1.16,2.22,2.15,1.2,,0,0,3,7.3,4,7.7,4,7.7,22228,6.6,9198,3.4,-179,-15.6,-5,-0.9
12077,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.28,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12077,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,4.29,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12079,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.41,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12079,5,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,2.78,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12081,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.01,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12081,5,6111,76,0,2020,1,,27,1248,1285,1265,12276413,5767700,35932,746,,1.24,1.55,1.57,1.57,1.99,2.49,3.87,1.27,,1,3.8,18,1.5,21,1.7,62,5.2,74690,0.6,-222869,-3.7,-11017,-23.5,-16,-2.1
12083,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.02,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12083,5,6111,76,0,2020,1,,18,568,571,573,4541664,1347090,7028,612,,1.11,0.88,0.87,0.89,1.05,0.81,1.23,1.2,,-1,-5.3,-3,-0.5,5,0.9,4,0.7,172754,4,26810,2,1541,28.1,21,3.6
